,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary
9339,0.56,0.49,3.0,208,3.0,No,No,No,support,low
9340,0.77,0.98,2.0,226,3.0,No,No,No,support,low
9341,0.82,0.81,3.0,149,3.0,No,No,No,support,low
9342,0.85,0.59,2.0,264,2.0,No,No,No,support,low
9343,0.49,0.79,5.0,177,2.0,No,No,No,support,low
9344,0.24,0.87,4.0,262,3.0,No,No,No,technical,low
9345,0.32,0.74,3.0,211,3.0,No,No,No,technical,low
9346,0.77,0.51,4.0,141,3.0,Yes,No,No,technical,low
9347,0.77,0.83,5.0,197,4.0,No,No,No,management,high
9348,0.93,0.87,3.0,154,3.0,Yes,No,No,IT,low
9349,0.22,0.74,5.0,178,5.0,No,No,No,IT,low
9350,0.24,0.89,5.0,169,4.0,No,No,No,IT,low
9351,0.99,0.99,3.0,228,4.0,No,No,No,IT,low
9352,0.61,0.5,3.0,231,3.0,No,No,No,IT,high
9353,0.6,0.91,4.0,185,3.0,Yes,No,No,product_mng,low
9354,0.79,0.7,3.0,195,2.0,No,No,No,product_mng,low
9355,0.94,0.62,3.0,147,3.0,No,No,No,product_mng,low
9356,0.18,0.85,5.0,192,3.0,No,No,No,product_mng,high
9357,0.51,0.73,5.0,241,3.0,No,No,No,IT,low
9358,0.55,0.92,3.0,151,3.0,No,No,No,RandD,medium
9359,0.73,0.74,3.0,221,3.0,No,No,No,RandD,high
9360,0.41,0.63,5.0,263,3.0,No,No,No,RandD,medium
9361,0.88,0.66,3.0,178,3.0,No,No,No,RandD,high
9362,0.23,0.56,5.0,169,5.0,No,No,No,RandD,medium
9363,0.78,0.56,3.0,271,4.0,No,No,No,marketing,medium
9364,0.34,0.69,3.0,155,3.0,No,No,No,marketing,medium
9365,0.51,0.41,2.0,164,4.0,No,No,No,sales,medium
9366,0.8,0.86,3.0,226,2.0,No,No,No,accounting,medium
9367,0.66,0.57,4.0,220,2.0,Yes,No,No,support,medium
9368,0.62,0.63,5.0,153,6.0,No,No,No,technical,medium
9369,0.5,0.97,2.0,252,4.0,No,No,No,management,medium
9370,0.96,0.94,3.0,182,3.0,No,No,No,marketing,high
9371,0.5,0.84,3.0,150,2.0,No,No,No,marketing,low
9372,0.73,0.69,6.0,273,4.0,Yes,No,No,marketing,medium
9373,0.47,0.39,6.0,215,5.0,No,No,No,sales,medium
9374,0.49,0.83,3.0,172,2.0,No,No,No,sales,medium
9375,0.92,0.62,3.0,264,2.0,No,No,No,sales,medium
9376,0.24,0.39,5.0,158,2.0,No,No,No,sales,medium
9377,0.61,0.58,4.0,142,4.0,No,No,No,sales,medium
9378,0.83,0.89,4.0,137,3.0,No,No,No,sales,medium
9379,0.88,0.66,4.0,275,3.0,No,No,No,sales,medium
9380,0.61,0.55,3.0,245,3.0,No,No,No,sales,medium
9381,0.68,0.54,4.0,165,4.0,No,No,No,sales,high
9382,0.51,0.7,4.0,142,4.0,Yes,No,No,sales,low
9383,0.88,0.58,4.0,215,2.0,No,No,No,sales,low
9384,0.94,0.84,5.0,240,3.0,No,No,No,sales,low
9385,0.58,0.88,4.0,255,3.0,No,No,No,sales,high
9386,0.63,0.98,4.0,265,3.0,No,No,No,sales,low
9387,0.81,0.49,4.0,285,4.0,No,No,No,sales,low
9388,0.61,0.86,3.0,238,2.0,No,No,No,sales,low
9389,0.65,0.63,3.0,137,3.0,No,No,No,sales,high
9390,0.67,0.63,3.0,270,5.0,No,No,No,sales,low
9391,0.64,0.62,4.0,145,3.0,Yes,No,No,sales,low
9392,0.25,0.76,6.0,182,3.0,No,No,No,accounting,low
9393,0.13,0.62,3.0,264,6.0,No,No,No,accounting,low
9394,0.14,0.89,3.0,212,6.0,No,No,No,accounting,low
9395,0.74,0.51,5.0,198,3.0,No,No,No,hr,low
9396,0.8,0.81,5.0,200,3.0,No,No,No,hr,low
9397,0.5,0.56,3.0,263,4.0,No,No,No,hr,medium
9398,0.69,0.75,4.0,249,4.0,No,No,No,hr,medium
9399,0.91,0.53,4.0,212,3.0,No,No,No,technical,low
9400,0.8,0.51,3.0,159,3.0,No,No,No,technical,low
9401,0.93,0.52,3.0,181,3.0,No,No,No,technical,low
9402,0.57,0.99,3.0,100,4.0,Yes,No,No,technical,low
9403,0.51,0.58,2.0,218,2.0,Yes,No,No,technical,low
9404,0.98,0.54,4.0,178,3.0,No,No,No,technical,low
9405,0.85,0.83,4.0,219,3.0,No,No,No,technical,low
9406,0.73,0.56,5.0,239,3.0,No,No,No,technical,low
9407,0.97,0.9,3.0,255,2.0,No,No,No,technical,low
9408,0.52,0.61,4.0,163,2.0,No,No,No,technical,low
9409,0.31,0.38,3.0,173,2.0,No,No,No,technical,low
9410,0.49,0.77,3.0,147,3.0,No,No,No,support,low
9411,0.81,0.44,4.0,166,4.0,Yes,No,No,support,low
9412,0.52,0.8,5.0,209,2.0,No,No,No,support,low
9413,0.69,0.56,5.0,271,3.0,No,No,No,support,low
9414,0.7,0.74,3.0,253,4.0,Yes,No,No,support,low
9415,0.65,0.85,4.0,233,2.0,No,No,No,support,low
9416,0.54,0.71,2.0,194,2.0,No,No,No,support,low
9417,0.57,0.49,2.0,237,2.0,No,No,No,support,low
9418,0.78,0.9,4.0,238,2.0,No,No,No,support,low
9419,0.99,0.92,4.0,212,3.0,No,No,No,support,low
9420,0.57,0.83,5.0,189,3.0,No,No,No,support,low
9421,0.33,0.58,3.0,115,3.0,No,No,No,technical,low
9422,0.97,0.58,4.0,159,3.0,No,No,No,technical,low
9423,0.95,0.58,5.0,133,3.0,No,No,No,technical,low
9424,0.69,0.83,5.0,225,3.0,No,No,No,management,low
9425,0.97,0.91,2.0,112,5.0,No,No,No,IT,low
9426,0.4,0.59,3.0,111,4.0,Yes,No,No,IT,low
9427,0.67,0.71,4.0,178,6.0,No,No,No,IT,low
9428,0.96,0.58,5.0,178,3.0,No,No,No,IT,low
9429,0.49,0.95,2.0,181,4.0,Yes,No,No,IT,low
9430,0.56,0.66,3.0,139,2.0,No,No,No,product_mng,low
9431,0.99,0.78,2.0,177,4.0,No,No,No,product_mng,low
9432,0.49,0.88,4.0,270,3.0,No,No,No,product_mng,low
9433,0.53,0.69,4.0,135,3.0,No,No,No,product_mng,low
9434,0.75,0.5,4.0,166,4.0,No,No,No,IT,low
9435,0.51,0.89,3.0,230,4.0,No,No,No,marketing,low
9436,0.65,0.9,3.0,163,3.0,Yes,No,No,marketing,medium
9437,0.45,0.66,2.0,236,3.0,No,No,No,marketing,medium
9438,0.98,0.91,3.0,264,4.0,Yes,No,No,marketing,medium
9439,0.9,0.74,3.0,185,2.0,No,No,No,marketing,medium
9440,0.37,0.62,4.0,253,2.0,No,No,No,marketing,medium
9441,0.52,0.99,4.0,253,3.0,No,No,No,marketing,medium
9442,0.96,0.78,3.0,135,3.0,No,No,No,sales,medium
9443,0.99,0.7,2.0,182,4.0,No,No,No,accounting,medium
9444,0.66,0.56,5.0,202,3.0,No,No,No,support,medium
9445,0.84,0.54,5.0,186,2.0,No,No,No,technical,medium
9446,0.16,0.87,5.0,163,3.0,No,No,No,management,medium
9447,0.75,0.59,3.0,242,3.0,No,No,No,marketing,medium
9448,0.52,0.74,3.0,160,2.0,No,No,No,marketing,high
9449,0.86,0.86,3.0,173,3.0,No,No,No,marketing,low
9450,0.75,0.53,3.0,154,2.0,No,No,No,sales,medium
9451,0.73,0.99,3.0,160,3.0,No,No,No,sales,medium
9452,0.98,0.84,3.0,139,2.0,No,No,No,sales,medium
9453,0.8,0.84,3.0,251,3.0,No,No,No,sales,medium
9454,0.18,0.48,4.0,176,4.0,Yes,No,No,sales,low
9455,0.37,0.72,2.0,163,3.0,No,No,No,sales,low
9456,0.97,0.86,3.0,257,4.0,No,No,No,sales,low
9457,0.56,0.68,4.0,159,3.0,No,No,No,sales,low
9458,0.32,0.65,2.0,183,3.0,No,No,No,sales,low
9459,0.63,0.88,4.0,260,2.0,No,No,No,sales,low
9460,0.36,0.78,6.0,151,3.0,No,No,No,sales,low
9461,0.75,0.49,4.0,246,3.0,Yes,No,No,sales,low
9462,0.42,0.86,3.0,160,4.0,Yes,No,No,sales,low
9463,0.96,0.66,3.0,155,2.0,No,No,No,sales,low
9464,0.62,0.78,5.0,250,6.0,No,No,No,sales,low
9465,0.78,0.96,2.0,174,3.0,No,No,No,sales,low
9466,0.93,0.89,3.0,262,2.0,No,No,No,sales,low
9467,0.93,0.87,4.0,257,2.0,No,No,No,sales,low
9468,0.45,0.42,4.0,140,2.0,No,No,No,sales,low
9469,0.44,0.56,3.0,123,3.0,No,No,No,accounting,medium
9470,0.57,0.55,3.0,264,2.0,No,No,No,accounting,medium
9471,0.77,0.51,2.0,254,5.0,No,No,No,accounting,medium
9472,0.6,0.98,4.0,205,4.0,No,No,No,hr,medium
9473,0.25,0.94,6.0,199,4.0,No,No,No,hr,medium
9474,0.59,0.43,3.0,171,3.0,No,No,No,hr,medium
9475,0.29,0.57,5.0,98,5.0,No,No,No,hr,medium
9476,0.5,0.95,3.0,166,4.0,Yes,No,No,technical,low
9477,0.91,0.94,4.0,264,4.0,No,No,No,technical,low
9478,0.78,0.65,3.0,176,2.0,No,No,No,technical,low
9479,0.73,0.76,2.0,166,3.0,No,No,No,technical,low
9480,0.51,0.59,4.0,169,3.0,No,No,No,technical,low
9481,0.65,0.82,4.0,257,3.0,No,No,No,technical,low
9482,0.25,0.87,3.0,265,4.0,No,No,No,technical,low
9483,0.5,0.63,5.0,167,2.0,No,No,No,technical,low
9484,0.53,0.58,4.0,134,2.0,No,No,No,technical,low
9485,0.57,0.76,2.0,176,3.0,No,No,No,technical,low
9486,0.77,0.91,5.0,274,3.0,No,No,No,technical,low
9487,0.94,0.77,3.0,201,3.0,No,No,No,support,low
9488,0.5,0.53,3.0,121,4.0,No,No,No,support,low
9489,0.47,0.57,3.0,97,4.0,No,No,No,support,low
9490,0.92,0.54,4.0,217,4.0,No,No,No,support,low
9491,0.9,0.87,3.0,220,3.0,No,No,No,support,low
9492,0.54,0.46,2.0,98,4.0,No,No,No,support,low
9493,0.58,0.97,5.0,265,3.0,No,No,No,support,low
9494,0.95,0.87,3.0,201,3.0,No,No,No,support,low
9495,0.52,0.71,3.0,151,3.0,No,No,No,support,low
9496,0.83,0.51,4.0,199,3.0,No,No,No,support,low
9497,0.54,0.92,4.0,175,3.0,No,No,No,support,low
9498,0.8,0.85,5.0,253,3.0,Yes,No,No,technical,low
9499,0.52,0.57,3.0,183,2.0,No,No,No,technical,low
9500,0.83,0.8,5.0,223,3.0,No,No,No,technical,low
9501,0.74,0.55,5.0,168,4.0,No,No,No,management,low
9502,0.87,0.71,5.0,244,2.0,No,No,No,IT,low
9503,0.45,0.87,2.0,268,4.0,Yes,No,No,IT,low
9504,0.72,0.72,4.0,218,4.0,No,No,No,IT,low
9505,0.27,0.85,2.0,277,6.0,Yes,No,No,IT,low
9506,0.51,0.88,5.0,225,2.0,Yes,No,No,IT,low
9507,0.55,0.55,4.0,257,3.0,No,No,No,product_mng,low
9508,0.89,0.69,4.0,170,3.0,No,No,No,product_mng,low
9509,0.85,0.86,3.0,179,3.0,No,No,No,product_mng,low
9510,0.29,0.85,4.0,211,2.0,No,No,No,product_mng,low
9511,0.96,0.5,3.0,217,2.0,Yes,No,No,IT,low
9512,0.9,0.68,3.0,135,3.0,No,No,No,RandD,low
9513,0.28,0.94,6.0,167,3.0,Yes,No,No,RandD,low
9514,0.93,0.98,4.0,189,3.0,No,No,No,RandD,medium
9515,0.51,0.57,3.0,162,3.0,Yes,No,No,RandD,medium
9516,0.97,0.76,3.0,193,3.0,No,No,No,RandD,medium
9517,0.71,0.55,4.0,273,3.0,Yes,No,No,RandD,medium
9518,0.52,0.69,6.0,138,5.0,No,No,No,marketing,medium
9519,0.87,0.84,4.0,237,3.0,Yes,No,No,sales,medium
9520,0.78,0.61,5.0,260,2.0,No,No,No,accounting,medium
9521,0.57,0.82,3.0,149,5.0,Yes,No,No,support,medium
9522,0.34,0.49,4.0,149,3.0,No,No,No,technical,medium
9523,0.95,0.95,4.0,137,4.0,No,No,No,management,medium
9524,0.72,0.73,5.0,167,3.0,No,No,No,marketing,medium
9525,0.61,0.37,4.0,165,6.0,No,No,No,marketing,medium
9526,0.39,0.39,2.0,131,2.0,No,No,No,marketing,high
9527,0.72,0.59,5.0,138,2.0,No,No,No,sales,low
9528,0.86,0.91,4.0,234,3.0,Yes,No,No,sales,medium
9529,0.69,0.67,4.0,141,3.0,No,No,No,sales,medium
9530,0.5,0.65,4.0,266,3.0,Yes,No,No,sales,medium
9531,0.62,0.68,3.0,134,2.0,No,No,No,sales,medium
9532,0.76,0.55,4.0,147,3.0,No,No,No,sales,low
9533,0.97,0.88,4.0,237,4.0,No,No,No,sales,low
9534,0.78,0.57,5.0,114,4.0,No,No,No,sales,low
9535,0.81,0.89,4.0,166,2.0,Yes,No,No,sales,low
9536,0.15,0.95,4.0,173,5.0,Yes,No,No,sales,low
9537,0.72,0.5,3.0,205,3.0,Yes,No,No,sales,low
9538,0.8,0.5,3.0,219,3.0,No,No,No,sales,low
9539,0.76,0.74,3.0,173,2.0,No,No,No,sales,low
9540,0.19,0.73,4.0,231,3.0,No,No,No,sales,low
9541,0.75,0.75,5.0,133,2.0,No,No,No,sales,low
9542,0.94,0.49,4.0,220,3.0,No,No,No,sales,low
9543,0.93,0.59,5.0,158,3.0,No,No,No,sales,low
9544,0.96,0.92,3.0,182,4.0,No,No,No,sales,low
9545,0.14,0.57,6.0,275,5.0,No,No,No,sales,low
9546,0.75,0.71,3.0,237,3.0,Yes,No,No,accounting,low
9547,0.6,0.59,5.0,146,4.0,No,No,No,accounting,low
9548,0.65,0.48,4.0,144,3.0,No,No,No,accounting,low
9549,0.59,0.79,2.0,195,3.0,No,No,No,hr,low
9550,0.93,0.78,5.0,191,4.0,No,No,No,hr,medium
9551,0.5,1.0,3.0,149,2.0,No,No,No,hr,medium
9552,0.62,0.55,4.0,137,3.0,Yes,No,No,hr,medium
9553,0.24,0.58,3.0,184,5.0,Yes,No,No,technical,medium
9554,0.66,0.87,4.0,139,3.0,No,No,No,technical,medium
9555,0.55,0.95,4.0,249,4.0,No,No,No,technical,medium
9556,0.91,0.66,3.0,168,3.0,No,No,No,technical,medium
9557,0.59,0.51,2.0,145,5.0,No,No,No,technical,medium
9558,0.74,0.54,5.0,221,3.0,No,No,No,technical,medium
9559,0.43,0.51,2.0,123,3.0,No,No,No,technical,medium
9560,0.85,0.99,6.0,153,6.0,No,No,No,technical,medium
9561,0.46,0.54,3.0,183,4.0,No,No,No,technical,medium
9562,0.48,0.56,4.0,271,3.0,No,No,No,technical,high
9563,0.96,1.0,4.0,167,2.0,Yes,No,No,technical,low
9564,0.55,0.9,4.0,177,3.0,No,No,No,support,medium
9565,0.82,0.74,3.0,256,3.0,Yes,No,No,support,medium
9566,0.24,0.65,3.0,143,4.0,No,No,No,support,medium
9567,0.69,0.71,3.0,241,3.0,No,No,No,support,medium
9568,0.29,0.68,4.0,210,3.0,No,No,No,support,low
9569,0.53,0.7,4.0,155,5.0,Yes,No,No,support,low
9570,0.65,0.77,2.0,248,3.0,No,No,No,support,low
9571,0.57,0.53,3.0,162,3.0,No,No,No,support,low
9572,0.6,0.5,4.0,137,3.0,No,No,No,support,low
9573,0.79,0.55,5.0,242,2.0,No,No,No,support,low
9574,0.41,0.5,6.0,257,6.0,Yes,No,No,support,low
9575,0.79,0.72,5.0,245,3.0,Yes,No,No,technical,low
9576,0.5,0.8,3.0,234,3.0,No,No,No,technical,low
9577,0.8,0.76,4.0,135,2.0,No,No,No,technical,low
9578,0.61,0.79,5.0,269,2.0,No,No,No,management,low
9579,0.99,0.68,4.0,238,3.0,No,No,No,IT,low
9580,0.77,0.86,3.0,101,5.0,No,No,No,IT,low
9581,0.7,0.52,5.0,200,2.0,Yes,No,No,IT,low
9582,0.55,0.87,3.0,241,4.0,No,No,No,IT,low
9583,0.87,0.63,3.0,143,3.0,Yes,No,No,IT,low
9584,0.97,0.6,3.0,169,2.0,Yes,No,No,product_mng,low
9585,0.56,0.99,4.0,270,2.0,No,No,No,product_mng,low
9586,0.99,0.81,4.0,246,3.0,Yes,No,No,product_mng,low
9587,0.57,0.66,4.0,151,2.0,No,No,No,product_mng,low
9588,1.0,0.84,3.0,227,3.0,No,No,No,IT,low
9589,0.97,0.74,3.0,134,3.0,Yes,No,No,marketing,high
9590,0.81,0.54,4.0,155,4.0,No,No,No,accounting,high
9591,0.76,0.48,5.0,173,3.0,No,No,No,accounting,high
9592,0.95,0.55,5.0,134,3.0,No,No,No,IT,medium
9593,0.81,0.65,3.0,195,2.0,No,No,No,IT,medium
9594,0.8,0.65,3.0,264,4.0,No,No,No,management,high
9595,0.72,0.57,3.0,203,2.0,Yes,No,No,marketing,medium
9596,0.68,0.65,3.0,243,2.0,No,No,No,sales,medium
9597,0.21,0.61,6.0,159,5.0,Yes,No,No,accounting,medium
9598,0.46,0.4,3.0,145,2.0,No,No,No,support,medium
9599,0.8,0.7,3.0,238,2.0,No,No,No,technical,medium
9600,0.57,0.64,4.0,151,2.0,No,No,No,management,medium
9601,0.58,0.57,5.0,205,2.0,No,No,No,marketing,high
9602,0.91,1.0,4.0,211,3.0,No,No,No,marketing,low
9603,0.63,0.67,5.0,169,2.0,No,No,No,marketing,medium
9604,0.95,0.86,2.0,263,4.0,No,No,No,sales,medium
9605,0.87,0.67,5.0,143,3.0,No,No,No,sales,medium
9606,0.22,0.53,5.0,160,4.0,Yes,No,No,sales,medium
9607,0.95,0.65,5.0,142,2.0,Yes,No,No,sales,low
9608,0.18,0.5,4.0,169,4.0,No,No,No,sales,low
9609,0.87,0.63,5.0,214,3.0,No,No,No,sales,low
9610,0.23,0.84,5.0,131,5.0,No,No,No,sales,low
9611,0.93,0.69,3.0,213,4.0,No,No,No,sales,low
9612,0.58,0.75,4.0,244,4.0,No,No,No,sales,low
9613,0.68,0.55,4.0,169,3.0,Yes,No,No,sales,low
9614,0.76,0.71,4.0,156,3.0,No,No,No,sales,low
9615,0.68,0.84,5.0,161,3.0,No,No,No,sales,low
9616,0.99,0.47,3.0,152,5.0,No,No,No,sales,low
9617,0.64,0.55,3.0,201,2.0,No,No,No,sales,low
9618,0.61,0.83,5.0,269,5.0,Yes,No,No,sales,low
9619,0.51,0.5,5.0,242,2.0,No,No,No,sales,low
9620,0.69,0.66,3.0,113,4.0,No,No,No,sales,low
9621,0.85,0.6,3.0,251,2.0,No,No,No,sales,low
9622,0.55,0.89,6.0,99,3.0,No,No,No,sales,low
9623,0.56,0.89,4.0,263,3.0,No,No,No,accounting,low
9624,0.69,0.68,4.0,214,4.0,No,No,No,accounting,low
9625,0.61,0.46,4.0,172,3.0,No,No,No,accounting,low
9626,0.47,0.65,4.0,172,2.0,No,No,No,hr,low
9627,0.58,0.79,4.0,196,3.0,Yes,No,No,hr,low
9628,0.16,0.56,5.0,152,5.0,No,No,No,hr,medium
9629,0.53,0.64,2.0,109,3.0,No,No,No,hr,medium
9630,0.82,0.82,5.0,193,4.0,No,No,No,technical,medium
9631,0.68,0.61,4.0,227,3.0,No,No,No,technical,medium
9632,0.6,0.72,3.0,181,2.0,No,No,No,technical,medium
9633,0.93,0.44,5.0,190,5.0,No,No,No,technical,medium
9634,0.58,0.49,2.0,107,3.0,No,No,No,technical,medium
9635,0.61,0.96,4.0,161,3.0,Yes,No,No,technical,medium
9636,0.74,0.71,4.0,243,3.0,No,No,No,technical,medium
9637,0.88,0.91,3.0,157,2.0,No,No,No,technical,medium
9638,0.94,0.8,6.0,147,3.0,No,No,No,technical,medium
9639,0.44,0.46,3.0,121,3.0,No,No,No,technical,medium
9640,0.73,0.52,3.0,274,2.0,No,No,No,technical,high
9641,0.9,0.68,4.0,204,4.0,Yes,No,No,support,low
9642,0.97,0.49,3.0,199,2.0,No,No,No,support,medium
9643,0.86,0.96,5.0,246,3.0,No,No,No,support,medium
9644,0.81,0.98,3.0,141,3.0,No,No,No,support,medium
9645,0.24,0.76,6.0,213,4.0,No,No,No,support,medium
9646,0.92,0.97,4.0,199,3.0,No,No,No,support,low
9647,0.34,0.62,2.0,257,6.0,Yes,No,No,support,low
9648,0.95,0.53,4.0,143,3.0,No,No,No,support,low
9649,0.94,0.81,3.0,150,2.0,No,No,No,support,low
9650,0.54,0.82,3.0,284,2.0,Yes,No,No,support,low
9651,0.87,0.57,3.0,149,3.0,No,No,No,support,low
9652,0.54,0.74,4.0,160,6.0,No,No,No,technical,low
9653,0.75,0.49,4.0,208,4.0,No,No,No,technical,low
9654,0.88,1.0,3.0,248,3.0,No,No,No,technical,medium
9655,0.78,0.86,3.0,210,3.0,No,No,No,management,medium
9656,0.88,0.71,5.0,219,2.0,No,No,No,IT,medium
9657,0.51,0.94,4.0,155,3.0,No,No,No,IT,medium
9658,0.31,0.7,4.0,182,3.0,No,No,No,IT,medium
9659,0.22,1.0,6.0,244,3.0,No,No,No,IT,medium
9660,0.56,0.83,5.0,157,3.0,No,No,No,IT,medium
9661,0.38,0.63,2.0,182,2.0,No,No,No,product_mng,medium
9662,0.56,0.47,5.0,185,4.0,No,No,No,product_mng,medium
9663,0.55,0.9,4.0,206,3.0,No,No,No,product_mng,medium
9664,0.74,0.99,4.0,156,3.0,No,No,No,product_mng,medium
9665,0.64,0.92,5.0,211,2.0,Yes,No,No,IT,medium
9666,0.69,0.91,6.0,247,6.0,No,No,No,RandD,medium
9667,0.99,0.54,3.0,247,3.0,No,No,No,RandD,medium
9668,0.66,0.75,4.0,235,3.0,No,No,No,RandD,medium
9669,0.79,0.93,5.0,169,3.0,No,No,No,RandD,medium
9670,0.92,0.54,3.0,246,3.0,No,No,No,RandD,medium
9671,0.84,0.49,3.0,172,4.0,No,No,No,RandD,medium
9672,0.31,0.59,4.0,218,5.0,No,No,No,marketing,medium
9673,0.34,0.52,6.0,265,6.0,No,No,No,sales,medium
9674,0.88,0.96,5.0,173,4.0,No,No,No,accounting,medium
9675,0.8,0.84,3.0,195,3.0,No,No,No,support,medium
9676,0.75,0.92,3.0,160,3.0,Yes,No,No,technical,medium
9677,0.71,0.7,4.0,237,4.0,No,No,No,management,medium
9678,0.66,0.49,3.0,206,2.0,No,No,No,marketing,medium
9679,0.54,0.72,6.0,222,5.0,No,No,No,marketing,high
9680,0.47,0.4,3.0,113,3.0,No,No,No,marketing,high
9681,0.87,0.79,3.0,244,3.0,No,No,No,sales,high
9682,0.9,0.52,3.0,162,2.0,No,No,No,sales,high
9683,0.51,0.63,3.0,234,2.0,No,No,No,sales,high
9684,0.62,0.71,4.0,168,2.0,No,No,No,sales,high
9685,0.47,0.43,3.0,120,3.0,No,No,No,sales,high
9686,0.59,0.94,5.0,274,2.0,No,No,No,sales,high
9687,0.87,0.62,4.0,202,3.0,No,No,No,sales,high
9688,0.59,0.97,3.0,209,3.0,No,No,No,sales,high
9689,0.87,0.71,6.0,224,6.0,No,No,No,sales,high
9690,0.89,0.93,3.0,168,2.0,No,No,No,sales,high
9691,0.73,0.68,4.0,227,3.0,No,No,No,sales,low
9692,0.79,0.98,3.0,217,3.0,No,No,No,sales,low
9693,0.8,0.74,2.0,205,3.0,Yes,No,No,sales,low
9694,0.73,0.89,5.0,223,3.0,No,No,No,sales,low
9695,0.96,0.9,3.0,175,3.0,Yes,No,No,sales,low
9696,0.66,0.96,3.0,175,2.0,No,No,No,sales,low
9697,0.53,0.97,4.0,254,3.0,No,No,No,sales,low
9698,0.86,0.56,5.0,215,2.0,No,No,No,sales,low
9699,0.92,0.86,3.0,166,4.0,No,No,No,sales,low
9700,0.31,0.95,5.0,205,3.0,No,No,No,accounting,low
9701,0.69,0.73,4.0,233,2.0,No,No,No,accounting,low
9702,0.7,0.83,3.0,189,3.0,No,No,No,accounting,low
9703,0.63,0.74,4.0,202,3.0,No,No,No,hr,low
9704,0.24,0.53,6.0,165,5.0,No,No,No,hr,low
9705,0.13,0.94,4.0,213,5.0,Yes,No,No,hr,low
9706,0.47,0.41,2.0,140,3.0,No,No,No,hr,medium
9707,0.53,0.58,4.0,251,2.0,No,No,No,technical,medium
9708,0.96,0.96,5.0,243,3.0,No,No,No,technical,medium
9709,0.92,0.88,4.0,111,4.0,No,No,No,technical,medium
9710,0.56,0.59,3.0,178,2.0,No,No,No,technical,medium
9711,0.51,0.88,5.0,230,4.0,No,No,No,technical,medium
9712,0.22,0.85,6.0,172,6.0,Yes,No,No,technical,medium
9713,0.83,0.92,3.0,268,2.0,Yes,No,No,technical,medium
9714,0.85,0.48,2.0,208,4.0,No,No,No,technical,medium
9715,0.85,0.92,3.0,188,4.0,No,No,No,technical,medium
9716,0.85,0.9,5.0,247,2.0,No,No,No,technical,medium
9717,0.73,0.82,4.0,205,4.0,No,No,No,technical,medium
9718,0.18,0.52,3.0,213,4.0,No,No,No,support,high
9719,0.63,0.87,4.0,145,3.0,Yes,No,No,support,high
9720,0.5,0.48,2.0,106,2.0,No,No,No,support,high
9721,0.63,0.47,3.0,180,3.0,Yes,No,No,support,high
9722,0.15,0.95,4.0,251,5.0,No,No,No,support,high
9723,0.96,0.69,4.0,156,5.0,No,No,No,support,high
9724,0.96,0.91,5.0,179,2.0,No,No,No,support,high
9725,0.31,0.51,4.0,229,6.0,No,No,No,support,high
9726,0.59,0.49,4.0,149,4.0,No,No,No,support,low
9727,0.75,0.98,4.0,198,3.0,No,No,No,support,low
9728,0.96,0.51,3.0,241,6.0,Yes,No,No,support,low
9729,0.69,0.67,4.0,156,3.0,No,No,No,technical,low
9730,0.92,0.89,3.0,220,2.0,No,No,No,technical,low
9731,0.96,0.82,5.0,185,3.0,No,No,No,technical,low
9732,0.67,0.7,4.0,222,3.0,No,No,No,management,low
9733,0.49,0.56,3.0,221,3.0,Yes,No,No,IT,low
9734,0.85,0.65,4.0,280,3.0,Yes,No,No,IT,medium
9735,0.85,0.53,3.0,250,3.0,No,No,No,IT,medium
9736,0.91,0.77,4.0,167,3.0,Yes,No,No,IT,medium
9737,0.7,0.48,4.0,238,3.0,No,No,No,IT,medium
9738,0.98,0.99,4.0,132,2.0,No,No,No,product_mng,medium
9739,0.48,0.48,2.0,245,5.0,No,No,No,product_mng,medium
9740,0.39,0.6,2.0,161,2.0,No,No,No,product_mng,medium
9741,0.66,0.89,3.0,242,3.0,No,No,No,product_mng,medium
9742,0.6,0.61,3.0,104,5.0,No,No,No,IT,medium
9743,0.88,0.9,4.0,152,4.0,No,No,No,RandD,medium
9744,0.85,0.83,3.0,226,2.0,No,No,No,RandD,medium
9745,0.76,0.81,3.0,175,3.0,No,No,No,RandD,medium
9746,1.0,0.67,5.0,241,4.0,No,No,No,RandD,medium
9747,0.79,0.74,2.0,158,3.0,No,No,No,RandD,medium
9748,0.63,0.52,5.0,226,4.0,No,No,No,marketing,medium
9749,0.5,0.83,2.0,220,2.0,Yes,No,No,sales,medium
9750,0.83,0.74,4.0,233,3.0,No,No,No,accounting,medium
9751,0.71,0.81,3.0,141,3.0,No,No,No,support,medium
9752,0.94,0.87,4.0,157,3.0,No,No,No,technical,medium
9753,0.56,0.57,2.0,112,4.0,No,No,No,management,medium
9754,0.78,0.71,4.0,216,2.0,No,No,No,marketing,medium
9755,0.34,0.46,5.0,131,3.0,No,No,No,marketing,medium
9756,0.62,0.67,3.0,212,3.0,No,No,No,marketing,medium
9757,0.82,0.74,3.0,163,2.0,No,No,No,sales,high
9758,0.42,0.5,2.0,151,3.0,No,No,No,sales,low
9759,0.51,0.79,3.0,137,3.0,No,No,No,sales,medium
9760,0.63,0.78,2.0,158,5.0,Yes,No,No,sales,medium
9761,0.43,0.81,3.0,102,3.0,No,No,No,sales,medium
9762,0.5,0.49,5.0,256,3.0,No,No,No,sales,medium
